식당명,식당주소,식당위도,식당경도
제갈양 제주협재점,제주특별자치도 제주시 한림읍 한림로 155,33.38603207,126.224429
제라한보쌈,제주 제주시 정존1길 33,33.48332578,126.4703719
제레미,제주특별자치도 제주시 애월읍 애월로 106-1,33.46460907,126.3185544
제일성심당,제주  서귀포시  성산읍 고성리  332-8번지,33.44714139,126.9165991
제주 고기국수 만세국수,제주특별자치도 제주시 오라로 152,33.49404848,126.5188172
제주 도도리고기국수,제주특별자치도 제주시 다호북길 109,33.50285462,126.4867627
제주 정직한돈 애월점,제주특별자치도 제주시 한림읍 일주서로 5083,33.3891116,126.2503517
제주 하멜,제주특별자치도 제주시 노형2길 51-3,33.47850148,126.4761432
제주갈치맛집 영목이네 표선점,제주특별자치도 서귀포시 표선면 일주동로6455번길 21,33.30646877,126.7836632
제주고사리해장국 중문본점,제주특별자치도 서귀포시 천제연로 83,33.25532435,126.414662
제주고집 제주공항점,제주특별자치도 제주시 서해안로 368-10,33.51099339,126.4848387
제주곰집,제주 서귀포시 이어도로 703-4,33.23490936,126.4907728
제주공항그때그집,제주특별자치도 제주시 서해안로 352-1,33.51036261,126.4827534
제주관덕정분식,제주 제주시 관덕로8길 7-9,33.51260473,126.5243057
제주광해 애월,제주특별자치도 제주시 애월읍 애월해안로 867,33.48774929,126.3904213
제주국담,제주 제주시 신대로12길 17,33.48860942,126.4947037
제주국수왕,제주 제주시 한림읍 협재3길 9,33.39841078,126.2445869
제주김만복 서귀포점,제주특별자치도 서귀포시 월드컵로 117,33.23941863,126.5058286
제주김만복 애월점,제주특별자치도 제주시 애월읍 애월해안로 255,33.46760559,126.33897
제주김만복김밥 본점,제주특별자치도 제주시 오라로 41,33.4970354,126.5089219
제주나기,제주특별자치도 제주시 애월읍 구엄동1길 7,33.47567367,126.377768
제주냥이,제주특별자치도 제주시 구좌읍 해맞이해안로 1178-1,33.53354866,126.8396649
제주늘봄,제주 제주시 고사마루길 6,33.47964926,126.4719857
제주닭집,제주 제주시 조천읍 함덕14길 3,33.54103762,126.6671677
제주도 고기국수 만세국수,제주특별자치도 제주시 연삼로 437,33.4976667,126.5370751
제주도 해녀세자매 협재본점,제주특별자치도 제주시 한림읍 한림해안로 275,33.42586249,126.2639654
제주돈 애월점,제주특별자치도 제주시 애월읍 신엄로 28,33.47316082,126.3644158
제주돈담,제주 제주시 수덕7길 1,33.48731803,126.476822
제주돌하르방밀면,제주 서귀포시 중문관광로 331,33.24987023,126.4305866
제주돔베고기집,제주 제주시 월랑로4길 6,33.48787921,126.4784692
제주돔베마씸,제주 제주시 우정로8길 4-2,33.48949798,126.4304412
제주돼지,제주 제주시 신광로4길 6,33.48901044,126.4891339
제주등대아구찜,제주특별자치도 제주시 한림읍 한림해안로 145-2,33.41593374,126.2619119
제주등대아구찜 서귀포점,제주특별자치도 서귀포시 신서로48번길 51-4,33.2531349,126.5107961
제주따이,제주 제주시 수덕9길 85-5,33.48245503,126.4706777
제주뚝배기,제주 서귀포시 성산읍 일출로 255,33.46113302,126.933034
제주로운청해원 성산일출봉점,제주특별자치도 서귀포시 성산읍 신양로 101,33.43673139,126.920626
제주마루 섭지코지점,제주특별자치도 서귀포시 성산읍 신양로 116,33.43637161,126.9219834
제주마음,제주 제주시 원노형3길 13,33.48644813,126.4845518
제주만석밀냉면,제주특별자치도 제주시 남성로 46-1,33.5042795,126.513216
제주만주,제주 제주시 애월읍 일주서로 6707,33.47210191,126.3686192
제주맑음,제주 제주시 관덕로3길 1-1,33.51343954,126.5209765
제주메밀막국수함흥냉면,제주 제주시 관덕로15길 2,33.51351263,126.5271102
제주명가두루치기 서귀포올레시장점,제주특별자치도 서귀포시 태평로 495,33.24957493,126.5710335
제주몸국,제주특별자치도 제주시 어영길 45-6,33.51855798,126.4980796
제주미담,제주특별자치도 제주시 가령로 19,33.50233593,126.5372838
제주미당,제주 제주시 서천길 24,33.5008567,126.5106983
제주미르,제주 제주시 애월읍 하귀2리 2615-12번지,33.48378247,126.3952762
제주미소,제주특별자치도 제주시 연수로1길 6,33.50175193,126.5436664
제주미향 중문본점,제주특별자치도 서귀포시 천제연로 135,33.25375225,126.4197322
제주바다에,제주 제주시 연북로 550,33.48591508,126.5384985
제주바당,제주 제주시 원노형9길 24,33.48726285,126.4855598
제주백정,제주특별자치도 제주시 한림읍 한림중앙로 36,33.41152357,126.2650152
제주보말칼국수,제주 제주시 관덕로8길 40,33.50994387,126.5234468
제주부엌 고기국수 제주공항점,제주특별자치도 제주시 원노형로 37,33.4853296,126.4850509
제주산방산나들목,제주특별자치도 서귀포시 안덕면 사계남로 189,33.23034323,126.3080825
제주산방식당 서귀점,제주특별자치도 서귀포시 소암로 25,33.24497006,126.5683585
제주산방식당 외도점,제주특별자치도 제주시 우정로7길 25,33.48937875,126.4338162
제주산방식당 함덕점,제주특별자치도 제주시 조천읍 함덕로 14,33.54115603,126.6734775
제주산방식당 협재점,제주특별자치도 제주시 한림읍 협재로 1,33.39695205,126.2442953
제주선채향,제주 서귀포시 안덕면 사계남로84번길 6,33.22633172,126.2990616
제주세호해장국 연동직영점,제주특별자치도 제주시 신광로 12,33.49108413,126.489985
제주소담,제주 서귀포시 막숙포로 150,33.23137887,126.5075265
제주순풍해장국 함덕점,제주특별자치도 제주시 조천읍 신북로 604,33.53986807,126.6739776
제주스,제주 제주시 동문로 4,33.51285283,126.5269707
제주스럽닭 본점,제주 서귀포시 천제연로178번길 14-2 제주스럽닭 본점,33.251066,126.423444
제주시새우리,제주 제주시 무근성7길 21,33.51469596,126.5204923
제주어멍 통갈치 제주공항 본점,제주특별자치도 제주시 서해안로 372,33.51166348,126.4842395
제주어물전 성산본점,제주특별자치도 서귀포시 성산읍 신고로 42,33.43958189,126.917253
제주에가면,제주 제주시 탑동로 119,33.5147202,126.5179949
제주오성 갈치조림 제주도 중문 본점,제주특별자치도 서귀포시 중문관광로 27,33.25569405,126.4146681
제주올래국수,제주특별자치도 제주시 월성로 39,33.50092485,126.5059706
제주올레면옥 제주본점,제주특별자치도 제주시 광평동로 19,33.48192292,126.4703923
제주와함께라면,제주특별자치도 제주시 애월읍 애월해안로 274,33.4687255,126.3401803
제주인바다 제주공항점,제주특별자치도 제주시 용화로 7,33.51004363,126.5044142
제주일도 서귀포 성산점,제주특별자치도 서귀포시 성산읍 신양로 107,33.43679313,126.9212873
제주정,제주특별자치도 제주시 일주동로 320,33.52101592,126.5789642
제주정낭집,제주특별자치도 제주시 지석11길 6,33.52170522,126.5844474
제주정낭집 이도점,제주특별자치도 제주시 구남로2길 11,33.48829804,126.5331771
제주정돈,제주특별자치도 서귀포시 남원읍 위미해안로 20,33.27294117,126.657839
제주정제,제주특별자치도 서귀포시 남원읍 남원회관로 20 2층,33.277248,126.71536
제주정지,제주특별자치도 제주시 서해안로 480,33.51896331,126.490478
제주중문횟집 스시망고,서귀포시 1100로 171,33.2626174,126.4433108
제주친정,제주특별자치도 제주시 한경면 중산간서로 3594,33.32592081,126.2524721
제주태백산 본점,제주특별자치도 제주시 도공로 154-12,33.49470302,126.4672476
제주통큰장어,제주특별자치도 제주시 청귤로3길 50,33.50155692,126.5421285
제주한라국수,제주 서귀포시 천제연로188번길 17,33.25028812,126.4244199
제주할망뚝배기,제주 서귀포시 칠십리로 92,33.24050988,126.5655674
제주할망밥상,제주 서귀포시 안덕면 화순해안로 89,33.23998154,126.3357152
제주할망밥상 모슬포점,제주특별자치도 서귀포시 대정읍 최남단해안로 18,33.21889332,126.2519451
제주할망밥상 애월점,제주특별자치도 제주시 애월읍 하귀9길 8,33.48604562,126.414804
제주협재 바다해찬,제주특별자치도 제주시 한림읍 한림로 326,33.39267684,126.2398859
제주흑돈세상수라간 표선점,제주특별자치도 서귀포시 표선면 표선당포로 23,33.32638796,126.844842
젠하이드어웨이 제주점,제주특별자치도 서귀포시 안덕면 사계남로 186-8,33.22929609,126.3085027
존맛식당,제주 제주시 조천읍 신북로 493,33.54296558,126.6628529
주막,제주 서귀포시 동문로 25-1,33.25138186,126.5638768
중문 가람돌솥밥,제주특별자치도 서귀포시 중문관광로 332,33.24964914,126.4312851
중문 돌담흑돼지,제주특별자치도 서귀포시 일주서로 909,33.25770262,126.4132779
중문바다향,제주 서귀포시 천제연로188번길 11,33.25091239,126.4245911
중문별장,제주 서귀포시 천제연로 337,33.25234461,126.4402214
중문색달통갈치 본점,제주 서귀포시 일주서로 993,33.258552,126.404507
중문생선구이 중문본점,제주특별자치도 서귀포시 중문관광로 323,33.24923954,126.4300473
중문수두리보말칼국수,제주 서귀포시 천제연로 190,33.25158308,126.4248688
중문수원음식점,제주 서귀포시 천제연로 83,33.25532117,126.414661
중문우동한그릇 서귀포본점,제주특별자치도 서귀포시 중문관광로 9,33.25711391,126.4153938
중문큰집어멍,제주 서귀포시 중문관광로 336,33.2500164,126.4314532
중문통갈치조림구이 기원은갈치,제주특별자치도 서귀포시 색달중앙로 22,33.25740139,126.4138325
중문해녀의집,제주특별자치도 서귀포시 중문관광로 194,33.24237284,126.4191475
중문해물라면오빠네 본점,제주특별자치도 서귀포시 일주서로 962,33.25832256,126.4080635
중문회포장센터 새벽야시장,제주특별자치도 서귀포시 중문관광로 293,33.24662854,126.4292831
중문횟집 엉덩물횟집,제주특별자치도 서귀포시 중문관광로72번길 29-9,33.24970161,126.4115554
중문흑돼지천국,제주 서귀포시 이어도로 137,33.23977176,126.4369792
중앙식당,제주 서귀포시 안덕면 화순로 108,33.24671456,126.3349116
지구상회,제주특별자치도 제주시 애월읍 애월해안로 715,33.48410321,126.3775302
지은이네밥상,제주 서귀포시 성산읍 고성동서로45번길 15-7,33.45195314,126.91214
진고등어쌈밥,제주특별자치도 제주시 서해안로 348,33.51017999,126.4822034
진미네식당,제주 제주시 수덕5길 42,33.4850168,126.4744414
진미식당 성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로 290,33.4634528,126.9351818
진안식당,제주 서귀포시 성산읍 고성동서로 48,33.45017027,126.9124097
진양해장국,제주특별자치도 제주시 지석10길 13,33.52008831,126.5829987
진이식당,제주 제주시 516로 3109,33.451499,126.551626
진주식당,제주 서귀포시 태평로 353,33.24664666,126.5590506
진질해녀식당,제주 제주시 한림읍 한림해안로 623-6,33.44235436,126.2788665
진해장국,제주특별자치도 제주시 청귤로3길 45-1,33.5017085,126.5416714
집의기록상점,제주특별자치도 제주시 한림읍 귀덕11길 60,33.44650245,126.2972189
짬뽕에취한날,제주 제주시 연동 311-21,33.49115468,126.4979092
짱구분식,제주 서귀포시 중동로48번길 3,33.25016784,126.5672768
찬밀면,제주 서귀포시 신동로 129,33.25992579,126.5144783
참맛김밥,제주 서귀포시 천제연로 213,33.25167165,126.4275928
참맛나김밥,제주 제주시 한라대학로 31,33.47862367,126.4750914
천돈가 중문본점,제주특별자치도 서귀포시 일주서로 873,33.25803853,126.4174127
천보식당,제주 서귀포시 중앙로89번길 13,33.2521204,126.5591324
천일만두,제주 서귀포시 서문로 25,33.25051521,126.5591051
천짓골식당,제주 서귀포시 중앙로41번길 4,33.24824225,126.5613636
청정식당,제주 제주시 천수로6길 29,33.501227,126.543099
청춘해장국,제주 제주시 1100로 3320,33.48284674,126.4812685
청파식당횟집,제주특별자치도 제주시 구좌읍 세평항로 12,33.52452656,126.8536606
체면,제주 서귀포시 대정읍 인안성로 23-1,33.24825226,126.2842161
초이,제주 서귀포시 안덕면 덕수서로 7,33.25111639,126.3037212
춘미향음식점,제주특별자치도 서귀포시 안덕면 산방로 378,33.23146855,126.2965257
충남식당,제주 서귀포시 솔동산로 26,33.24266711,126.5634292
칠돈가 본점,제주특별자치도 제주시 일주서로 7779,33.49387257,126.4776045
칠돈가 서귀포점,제주특별자치도 서귀포시 중문관광로 8,33.25746296,126.4144632
칠돈가 표선직영점,제주특별자치도 서귀포시 표선면 표선당포로 13-1,33.32586405,126.8440696
칠돈가 함덕 흑돼지,제주특별자치도 제주시 조천읍 함와로 12,33.53895809,126.6742179
칠성뷔페,제주 제주시 관덕로11길 17,33.51463448,126.5251646
카도비스트로,제주 제주시 사라봉5길 15,33.51710188,126.540397
카페 109,제주 제주시 달마루길 10-9 유유빌딩 1층,33.490031,126.474162
카페 가드니아,제주 서귀포시 표선면 표선동서로 151,33.318225,126.828879
카페 귤꽃다락,제주특별자치도 서귀포시 이어도로1027번길 34,33.24640841,126.5225393
카페1950,제주 서귀포시 중문관광로 90,33.25027466,126.4141405
카페나모나모베이커리,제주특별자치도 제주시 도두봉6길 4,33.50889441,126.4719716
카페노아,제주특별자치도 제주시 서흘1길 24,33.52862664,126.589012
카페더라이트,제주 서귀포시 성산읍 한도로 269,33.46617993,126.9359198
카페로드,제주 제주시 원노형로 13,33.48746945,126.48476
카페루시아 본점,제주특별자치도 서귀포시 안덕면 난드르로 49-17,33.23520815,126.3630723
카페리 구좌 카페 평대리해변 세화 소품,제주 제주시 구좌읍 평대2길 39 1층,33.53395265,126.8396525
카페리꼬,제주 제주시 한림읍 한림로 542 1층카페리꼬,33.406065,126.256367
카페블루하우스 서귀포점,제주특별자치도 서귀포시 천지로 51,33.25192834,126.5592179
카페서연의집,제주특별자치도 서귀포시 남원읍 위미해안로 86,33.26940685,126.6555806
카페시오,제주특별자치도 제주시 애월읍 고내로7길 28,33.465466,126.337678
카페열리,제주 제주시 신성로 6,33.49558268,126.5204947
커리하우스,제주 서귀포시 동문동로53번길 13,33.25188276,126.5619692
커큐민흑돼지,제주 서귀포시 성산읍 일출로 84,33.44979561,126.9211265
커피냅로스터스 제주,제주특별자치도 제주시 애월읍 하귀2길 45,33.48919599,126.4137068
코데인커피로스터스 산방산점,제주특별자치도 서귀포시 안덕면 사계북로 76,33.23516229,126.2961753
코츠커퍼,제주 서귀포시 월드컵로 51,33.24483775,126.5066004
코코마마 성산점,제주특별자치도 서귀포시 성산읍 일출로 258-11,33.46101259,126.9343166
콩이네두부,제주특별자치도 서귀포시 안덕면 한창로 137,33.27469447,126.3625388
큰갯물횟집 중문본점,제주특별자치도 서귀포시 대포로 161,33.23940904,126.4381496
타모라돈까스,제주 서귀포시 남원읍 일주동로 7133,33.2828197,126.7181117
탐라우돈정육식당,제주특별자치도 제주시 다랑곶2길 52,33.49081259,126.4759013
탐라한상,제주 서귀포시 태평로353번길 22-5,33.24695493,126.5615349
탐라해동밥상,제주특별자치도 제주시 애월읍 유수암평화5길 24-7,33.42534993,126.4057872
태공식당,제주특별자치도 제주시 애월읍 애월로11길 7,33.46499599,126.3202209
태산봉해장국,제주 제주시 성지로 67-1,33.51163076,126.5303494
태선식당,제주 제주시 중앙로23길 2,33.50683759,126.5253076
태연종합정육식당 제주공항점,제주특별자치도 제주시 서사로 187,33.49567945,126.5199789
택이네해장국,제주 제주시 한림읍 한림상로 202,33.41634674,126.2689272
털보스협재밀,제주 제주시 한림읍 협재1길 27-6,33.3978475,126.2430075
털보식당,제주 제주시 조천읍 신북로 554,33.54090209,126.668817
테왁,제주 서귀포시 서호남로32번길 10-4,33.24962907,126.5151998
토끼와거북이,제주특별자치도 제주시 서해안로 498-6,33.51881988,126.492215
토끼트멍,제주 서귀포시 안덕면 사계남로 182,33.22957539,126.3081708
통물식당,제주 제주시 조천읍 신북로 468,33.54356807,126.6602057
통큰장어 신제주점,제주특별자치도 제주시 신대로 60,33.49200749,126.4964089
틈새식당,제주  서귀포시  중문동 2007-1번지,33.25201682,126.4270823
파스테이스 제주점,제주특별자치도 제주시 한림읍 한림중앙로 82,33.40762603,126.2668486
페리카나 제주동문점,제주특별자치도 제주시 동문로 35,33.51310301,126.5304091
평대스낵,제주특별자치도 제주시 구좌읍 대수길 26,33.53671558,126.8379774
평대식당,제주특별자치도 제주시 구좌읍 해맞이해안로 1162,33.53501012,126.8396386
평양면옥,제주 서귀포시 중앙로4번길 4,33.24492771,126.5624372
평창메밀막국수,제주 제주시 은수길 6-9,33.47552731,126.4857963
평화식당 서귀포점,제주특별자치도 서귀포시 태평로439번길 26,33.24676067,126.5644717
포도원흑돼지,제주 제주시 광평동로 40,33.4834033,126.4693484
폴 바셋 제주이호 DT점,제주특별자치도 제주시 일주서로 7513,33.49514695,126.4491828
표선 돌담칼국수,제주특별자치도 서귀포시 표선면 민속해안로 582,33.32523049,126.8435756
표선세화해녀의집,제주특별자치도 서귀포시 표선면 민속해안로 40,33.30358012,126.8061674
표선수산,제주 서귀포시 표선면 표선백사로103번길 4-3,33.32478914,126.8359418
표선수산마트,제주 서귀포시 표선면 표선중앙로110번길 3-4,33.32540318,126.8360411
표선어촌식당,제주  서귀포시  표선면  민속해안로  578-7 표선어촌식당,33.32527473,126.8444954
표선자연산횟집 다미진,제주 서귀포시 표선면 민속해안로 578-1 1층,33.32509816,126.8440322
표선하다,제주 서귀포시 표선면 표선당포로 21-3,33.32645724,126.8446409
푸라닭 제주강정점,제주특별자치도 서귀포시 이어도로 679,33.23442128,126.4883065
풍로 제주신화월드점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,33.30448284,126.3162377
풍촌식당,제주 제주시 은남2길 28,33.4884235,126.4927594
피그농원,제주 서귀포시 대정읍 일주서로 2641,33.22879011,126.2481877
피자헛 서귀포점,제주특별자치도 서귀포시 일주동로 8590,33.25496909,126.5704255
피제리아3657,제주 서귀포시 안덕면 난드르로 56,33.23634208,126.362423
피즈 버거 노형점,제주특별자치도 제주시 노형10길 6,33.48362147,126.4776015
하귀 보배쌤보리김치와게장,제주특별자치도 제주시 애월읍 하귀12길 4,33.4855724,126.4104527
하라케케,제주 서귀포시 속골로 29-10,33.24225341,126.5280498
하르방밀면 노형점,제주특별자치도 제주시 수덕9길 67,33.48388869,126.4717296
하르비커피,제주특별자치도 서귀포시 칠십리로 115,33.24240458,126.5667037
하버39,제주 서귀포시 천지연로 39,33.24229943,126.5620404
하여금 노형본점,제주특별자치도 제주시 원노형4길 11,33.48511773,126.4824527
하영올레국수,제주특별자치도 제주시 연동3길 34,33.48684694,126.4878686
하영칼국수 애월본점,제주특별자치도 제주시 애월읍 구엄길 3,33.474745,126.37561
하영횟집,제주 서귀포시 이어도로 1043,33.24526823,126.5222587
하우투플레이,제주 제주시 애월읍 일주서로 6935,33.47901534,126.3912651
하토우 커피 로스터스,제주특별자치도 제주시 구좌읍 구좌로 188-1,33.52002611,126.8701373
한강식당,제주특별자치도 제주시 일주서로 7471,33.49383378,126.4450386
한라네김밥,제주 서귀포시 일주동로 8697,33.25267252,126.5593165
한라돈까스,제주 제주시 탑동로 27,33.51734471,126.5218465
한라산소갈비찜,제주 제주시 애월읍 애월해안로 852,33.48861436,126.3889895
한라산아래첫마을 제주민속촌점,제주특별자치도 서귀포시 표선면 민속해안로 631-34,33.32416518,126.8410644
한라산해장국,제주 제주시 은남길 25,33.48738955,126.4959621
한라축산정육식당 제주흑돼지한우 한림협재애월점,제주 제주시 한림읍 한림상로 84 한라축산정육식당 한림점,33.40806731,126.2629146
한림국수 집,제주특별자치도 제주시 한림읍 한림상로 158,33.41230043,126.2689304
한림칼국수,제주특별자치도 제주시 한림읍 한림해안로 141,33.41556709,126.2615064
한림칼국수 제주공항점,제주특별자치도 제주시 광평중길 82,33.47895289,126.467613
한성식당,제주 서귀포시 성산읍 일출로 287,33.4631969,126.9350311
한스시,제주 서귀포시 천제연로 238,33.25125024,126.4299181
한스옥,제주특별자치도 서귀포시 신서로 69,33.25630315,126.5050843
한중식당,제주 서귀포시 중정로61번길 9-1,33.24875392,126.5627287
할매식당,제주 서귀포시 부두로 40,33.24150886,126.5646284
함덕 보배쌤보리김치와게장,제주 제주시 애월읍 하귀1리 530-9,33.48555858,126.4104488
함덕고등어쌈밥,제주 제주시 조천읍 조함해안로 530,33.54246922,126.6695036
함덕골목 본점,제주특별자치도 제주시 조천읍 조천북6길 62,33.53935717,126.641158
함덕다퍼주는횟집,제주 제주시 조천읍 함와로 22,33.5380862,126.6744264
함덕카페오다,제주특별자치도 제주시 조천읍 함덕로 40,33.54245264,126.6711394
함덕해물라면오빠ZIP,제주 제주시 조천읍 평사길 2 1층,33.54285526,126.672657
함쉐프키친 노형점,제주특별자치도 제주시 노형13길 16,33.48256419,126.4783137
함쉐프키친 서귀포 본점,제주특별자치도 서귀포시 이어도로 217-4,33.24204124,126.4436457
항구식당,제주 서귀포시 대정읍 하모항구로 64,33.21917558,126.2511145
항아리조림,제주특별자치도 제주시 구좌읍 세화3길 32,33.52616707,126.8563964
해녀김밥 본점,제주특별자치도 제주시 조천읍 함덕로 40,33.54239583,126.6711332
해녀밥상 제주산방산점,제주특별자치도 서귀포시 안덕면 사계남로 161,33.22839703,126.3071795
해녀의집,제주 제주시 애월읍 애월해안로 591,33.47842657,126.36693
해물통라면 문개항아리 애월해안도로점,제주 제주시 애월읍 가문동길 38,33.48578273,126.392437
해바라기분식,제주 제주시 중앙로 214,33.50023949,126.5292183
해변횟집,제주특별자치도 제주시 애월읍 애월해안로 90,33.46589378,126.3234841
해비치불턱카페,제주특별자치도 서귀포시 표선면 민속해안로 384,33.3125824,126.8372313
해송갈치 제주성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로 270-2,33.46170494,126.9341569
해송수산,제주 제주시 애월읍 애월로11길 23,33.466565,126.320351
해송수산물회센타,제주 제주시 애월읍 애월로11길 23,33.46633387,126.3204395
해심가든,제주 서귀포시 천제연로 203-4,33.25192863,126.4265259
해오반,제주특별자치도 제주시 애월읍 고내로9길 1,33.46394748,126.3394065
해오반 함덕점,제주특별자치도 제주시 조천읍 조함해안로 514,33.54249457,126.6675938
해원횟집,제주 제주시 서해안로 687-6,33.51543884,126.5117615
해월정 제주공항점,제주특별자치도 제주시 서해안로 612,33.51707373,126.5024916
해일리 카페,제주특별자치도 서귀포시 성산읍 한도로 269-37,33.46884814,126.935394
해진횟집,제주  제주시  건입동 1435-2번지,33.5184162,126.5285447
해화탕,제주 제주시 한림읍 일주서로 5855,33.44331497,126.2916122
향연식당,제주 제주시 중앙로 140,33.50620341,126.5250493
허커피로스터스,제주 제주시 정존5길 9,33.48346074,126.4740061
혁이네식당,제주 서귀포시 동홍중앙로 8,33.25142562,126.5723748
현대식당,제주 서귀포시 성산읍 성산등용로 96,33.46989901,126.9301403
현재식당,제주 서귀포시 서문로29번길 21,33.24851097,126.5596531
협재고기부엌,제주 제주시 한림읍 협재1길 1,33.39560871,126.2421605
협재섬바다,제주특별자치도 제주시 한림읍 금능남로 53,33.38318748,126.2353151
협재신국수,제주 제주시 한림읍 명재로 17,33.39510913,126.2489094
협재온다정,제주 제주시 한림읍 한림로 381-4,33.39700684,126.2434866
협재칼국수,제주 제주시 한림읍 협재로 3,33.39683156,126.244479
협재해녀의집,제주 제주시 한림읍 협재3길 19,33.39883382,126.2439013
형아시횟집,제주 서귀포시 이어도로 778-1,33.23538285,126.4986073
형제도식당 본점,제주특별자치도 서귀포시 일주서로 915,33.25777888,126.412817
호꼼샌드,제주 서귀포시 천제연로207번길 7,33.25238218,126.4267431
호남식당,제주특별자치도 제주시 한림읍 사가길 21,33.415601,126.262255
호도제과,제주 서귀포시 안덕면 화순로 132,33.24650823,126.3322975
호림식당,제주 서귀포시 부두로 45,33.24103295,126.5647971
호박이네,제주 제주시 신광로10길 21,33.48373284,126.487375
호정이네,제주 서귀포시 대정읍 하모항구로 22-11,33.21751845,126.2499569
호텔샌드,제주 제주시 한림읍 한림로 339,33.39403673,126.2406553
홉히,제주 서귀포시 이어도로 882,33.23656989,126.5088438
화고 흑돼지 신시가지점,제주 신서로32번길 20 1층,33.25335219,126.5061874
화로위 함덕해수욕장점,제주특별자치도 제주시 조천읍 함덕19길 9,33.54120541,126.6699986
화석과자 센잇,제주 제주시 관덕로8길 13 센잇,33.51191939,126.5236034
화성식당,제주특별자치도 제주시 일주동로 383,33.52138206,126.5859462
화순평양면옥,제주 서귀포시 안덕면 화순로 128,33.24651355,126.3326944
화순한가네식당,제주 서귀포시 안덕면 화순해안로 109,33.23921771,126.3365773
화진전복,제주 제주시 무근성길 2,33.51791547,126.5190598
환이네 이태리식당,"제주특별자치도 서귀포시 특별자치도, 안덕면 사계중앙로18번길 5",33.230898,126.296753
황궁식당,제주 서귀포시 이어도로 895,33.23683243,126.5104379
황금돈가 연동 흑돼지,제주특별자치도 제주시 국기로2길 4,33.47990909,126.4902506
황금손가락,제주 서귀포시 막숙포로 78,33.23498323,126.5133768
황금손가락 삼화점,제주특별자치도 제주시 건주로4길 14-8,33.51648409,126.5793672
황금손가락 용담점,제주특별자치도 제주시 서해안로 464,33.51850461,126.4887779
황금어장,제주 서귀포시 중앙로48번길 14,33.24908278,126.5630989
황토식당,제주 제주시 오일장서길 26,33.496983,126.475343
황해식당 제주공항 갈치,제주특별자치도 제주시 일주서로 7682,33.49381462,126.4671702
회가서쪽에서뜨겠네 애월,제주특별자치도 제주시 애월읍 애월로 12,33.45999676,126.3115731
회춘 애월점,제주특별자치도 제주시 애월읍 가문동길 80,33.48904073,126.3908642
효퇴국수국밥,제주 제주시 서사로 122-1,33.50153135,126.5195972
훼미리맛짱분식,제주 서귀포시 안덕면 화순로 94,33.24692319,126.3363158
휴일로,제주 서귀포시 안덕면 난드르로 49-65,33.23228293,126.3663822
휴즐리 제주,제주특별자치도 제주시 흥운길 83,33.51576701,126.5139933
흑돈쭐 제주성산일출봉점,제주특별자치도 서귀포시 성산읍 성산리 298-32,33.466023,126.935167
흑돼지해물삼합,제주 서귀포시 태평로482번길 50,33.24571457,126.5704719
희야네식당,제주특별자치도 서귀포시 남원읍 태위로 685-1,33.27946796,126.7197438
